Name,Type,Not Null,Auto Increment,Title,Description,Enum,Reference Table,Reference Column
base_id,INTEGER,TRUE,TRUE,,,,spans,id
related_id,INTEGER,TRUE,TRUE,,,,codelist_open_spanTechnologies,id
