Name,Type,Not Null,Auto Increment,Title,Description,Enum,Reference Table,Reference Column
id,INTEGER,FALSE,TRUE,,,,,
code,TEXT,FALSE,FALSE,Code,Code,,,
description,TEXT,FALSE,FALSE,Description,Description,,,
